ID,query_movie_id,recommended_movie_id,position,title,genre
121372_8,121372,4068,8,Sugar & Spice (2001),Comedy
121372_9,121372,4092,9,Cherry 2000 (1987),Romance|Sci-Fi
121372_10,121372,3223,10,"Zed & Two Noughts, A (1985)",Drama
168252_1,168252,6974,1,"Freshman, The (1990)",Comedy|Crime
168252_2,168252,2386,2,Jerry Springer: Ringmaster (1998),Comedy|Drama
168252_3,168252,1081,3,Victor/Victoria (1982),Comedy|Musical|Romance
168252_4,168252,7579,4,Pride and Prejudice (1940),Comedy|Drama|Romance
168252_5,168252,1305,5,"Paris, Texas (1984)",Drama|Romance
168252_6,168252,2551,6,Dead Ringers (1988),Drama|Horror|Thriller
168252_7,168252,29,7,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi
168252_8,168252,1103,8,Rebel Without a Cause (1955),Drama
168252_9,168252,6145,9,Venom (1982),Horror|Thriller
168252_10,168252,6422,10,Shenandoah (1965),Drama|War|Western
43869_1,43869,3865,1,"Original Kings of Comedy, The (2000)",Comedy|Documentary
43869_2,43869,5368,2,Ballad of a Soldier (Ballada o soldate) (1959),Drama|Romance|War
43869_3,43869,5369,3,Big Bad Mama (1974),Action|Comedy
43869_4,43869,2745,4,"Mission, The (1986)",Drama
43869_5,43869,2238,5,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama
43869_6,43869,4735,6,Ghosts of Mars (2001),Horror|Sci-Fi|Thriller
43869_7,43869,457,7,"Fugitive, The (1993)",Thriller
43869_8,43869,2316,8,Practical Magic (1998),Drama|Fantasy|Mystery|Romance
43869_9,43869,864,9,"Wife, The (1995)",Comedy|Drama
43869_10,43869,592,10,Batman (1989),Action|Crime|Thriller
53953_1,53953,4770,1,"Glass House, The (2001)",Thriller
53953_2,53953,1127,2,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
53953_3,53953,4880,3,Life as a House (2001),Drama
53953_4,53953,4051,4,Horrors of Spider Island (Ein Toter Hing im Netz) (1960),Horror|Sci-Fi
53953_5,53953,5777,5,Pennies from Heaven (1981),Musical|Romance
53953_6,53953,5778,6,Pieces (Mil gritos tiene la noche) (One Thousand Cries Has the Night) (1982),Horror|Mystery|Thriller
53953_7,53953,4188,7,Hans Christian Andersen (1952),Children|Musical
53953_8,53953,7450,8,Laws of Attraction (2004),Comedy|Romance
53953_9,53953,3676,9,Eraserhead (1977),Drama|Horror
53953_10,53953,5451,10,Pumpkin (2002),Comedy|Drama|Romance
169670_1,169670,8699,1,Dancing in September (2000),Drama
169670_2,169670,8158,2,Rush (1991),Crime|Drama
169670_3,169670,2444,3,24 7: Twenty Four Seven (1997),Comedy|Drama
169670_4,169670,4675,4,Three Fugitives (1989),Action|Comedy
169670_5,169670,8014,5,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",Drama
169670_6,169670,8851,6,Smile (1975),Comedy
169670_7,169670,37,7,Across the Sea of Time (1995),Documentary|IMAX
169670_8,169670,8398,8,Star! (1968),Musical
169670_9,169670,1694,9,"Apostle, The (1997)",Drama
169670_10,169670,4881,10,"Man Who Wasn't There, The (2001)",Crime|Drama
61255_1,61255,6116,1,"Pirate Movie, The (1982)",Adventure|Comedy|Musical
61255_2,61255,3909,2,Woman on Top (2000),Comedy|Romance
61255_3,61255,3459,3,Gothic (1986),Drama|Horror
61255_4,61255,628,4,Primal Fear (1996),Crime|Drama|Mystery|Thriller
61255_5,61255,7220,5,Micki + Maude (1984),Comedy
61255_6,61255,6999,6,Housesitter (1992),Comedy|Romance
61255_7,61255,3948,7,Meet the Parents (2000),Comedy
61255_8,61255,4862,8,Not Without My Daughter (1991),Drama
61255_9,61255,1381,9,Grease 2 (1982),Comedy|Musical|Romance
61255_10,61255,1098,10,"Search for One-eye Jimmy, The (1996)",Comedy
6996_1,6996,7889,1,Pat Garrett and Billy the Kid (1973),Western
6996_2,6996,202,2,Total Eclipse (1995),Drama|Romance
6996_3,6996,4263,3,Days of Wine and Roses (1962),Drama
6996_4,6996,567,4,Kika (1993),Comedy|Drama
6996_5,6996,3666,5,Retro Puppet Master (Puppet Master 7) (1999),Horror|Sci-Fi|Thriller
6996_6,6996,7713,6,Cat People (1942),Drama|Horror|Romance|Thriller
6996_7,6996,8658,7,Zandalee (1991),Drama|Thriller
6996_8,6996,8907,8,Shark Tale (2004),Animation|Children|Comedy
6996_9,6996,6192,9,Open Hearts (Elsker dig for evigt) (2002),Romance
6996_10,6996,2354,10,"Rugrats Movie, The (1998)",Animation|Children|Comedy
89305_1,89305,1724,1,Full Speed (À toute vitesse) (1996),Drama
89305_2,89305,8838,2,Alice Doesn't Live Here Anymore (1974),Drama|Romance
89305_3,89305,2953,3,Home Alone 2: Lost in New York (1992),Children|Comedy
89305_4,89305,1836,4,"Last Days of Disco, The (1998)",Comedy|Drama
89305_5,89305,4719,5,Osmosis Jones (2001),Action|Animation|Comedy|Crime|Drama|Romance|Thriller
89305_6,89305,3275,6,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller
89305_7,89305,70,7,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller
89305_8,89305,4625,8,Millennium (1989),Drama|Sci-Fi|Thriller
89305_9,89305,2461,9,Leatherface: Texas Chainsaw Massacre III (1990),Comedy|Horror|Thriller
89305_10,89305,4285,10,Frankie and Johnny (1991),Comedy|Romance
2852_1,2852,4022,1,Cast Away (2000),Drama
2852_2,2852,3643,2,"Fighting Seabees, The (1944)",Action|Drama|War
2852_3,2852,754,3,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children
2852_4,2852,3758,4,Communion (1989),Drama|Sci-Fi|Thriller
2852_5,2852,7062,5,Birdman of Alcatraz (1962),Drama
2852_6,2852,7959,6,"Trip, The (1967)",Drama
2852_7,2852,3681,7,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western
2852_8,2852,3481,8,High Fidelity (2000),Comedy|Drama|Romance
2852_9,2852,911,9,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller
2852_10,2852,8808,10,"Princess Diaries 2: Royal Engagement, The (2004)",Comedy|Romance
136018_1,136018,7014,1,Nowhere to Run (1993),Action|Romance
136018_2,136018,8367,2,"Time of the Wolf, The (Le temps du loup) (2003)",Drama
136018_3,136018,7065,3,"Birth of a Nation, The (1915)",Drama|War
136018_4,136018,1389,4,Jaws 3-D (1983),Action|Horror
136018_5,136018,3826,5,Hollow Man (2000),Horror|Sci-Fi|Thriller
136018_6,136018,906,6,Gaslight (1944),Drama|Thriller
136018_7,136018,4648,7,"Monkey's Mask, The (2000)",Crime|Mystery
136018_8,136018,4066,8,I'm Gonna Git You Sucka (1988),Action|Comedy
136018_9,136018,6392,9,"Man Called Horse, A (1970)",Adventure|Drama|Western
136018_10,136018,9001,10,"Wackiest Ship in the Army, The (1960)",Comedy|War
3010_1,3010,7441,1,"Thousand Clouds of Peace, A (Mil nubes de paz cercan el cielo, amor, jamás acabarás de ser amor) (2003)",Drama|Romance
3010_2,3010,4377,2,Russian Doll (2000),Comedy|Romance
3010_3,3010,1705,3,Guy (1997),Drama
3010_4,3010,5164,4,"Troll in Central Park, A (1994)",Animation|Children
3010_5,3010,5165,5,Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2) (1979),Horror
3010_6,3010,3152,6,"Last Picture Show, The (1971)",Drama
3010_7,3010,2821,7,Male and Female (1919),Adventure|Drama
3010_8,3010,4714,8,Any Which Way You Can (1980),Comedy
3010_9,3010,3259,9,Far and Away (1992),Adventure|Drama|Romance
3010_10,3010,2587,10,Life (1999),Comedy|Crime|Drama
510_1,510,510,1,Poetic Justice (1993),Drama
510_2,510,7006,2,Knight Moves (1992),Mystery|Thriller
510_3,510,3969,3,Pay It Forward (2000),Drama
510_4,510,3318,4,Deterrence (1999),Drama|Thriller
510_5,510,6476,5,Shattered (1991),Mystery|Thriller
510_6,510,3712,6,Soapdish (1991),Comedy
510_7,510,3287,7,"Tigger Movie, The (2000)",Animation|Children
510_8,510,1036,8,Die Hard (1988),Action|Crime|Thriller
510_9,510,1094,9,"Crying Game, The (1992)",Drama|Romance|Thriller
510_10,510,1871,10,"Friend of the Deceased, A (Priyatel pokonika) (1997)",Comedy|Drama
6156_1,6156,1022,1,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance
6156_2,6156,6383,2,"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",Action|Crime|Thriller
6156_3,6156,3602,3,G. I. Blues (1960),Comedy|Musical|Romance
6156_4,6156,3419,4,Something for Everyone (1970),Comedy|Crime
6156_5,6156,5771,5,My Bloody Valentine (1981),Drama|Horror|Thriller
6156_6,6156,5772,6,My Dinner with André (1981),Drama
6156_7,6156,8025,7,"Thief, The (Vor) (1997)",Drama
6156_8,6156,2797,8,Big (1988),Comedy|Drama|Fantasy|Romance
6156_9,6156,8727,9,"Day of the Locust, The (1975)",Drama
6156_10,6156,3867,10,All the Rage (It's the Rage) (1999),Drama
4229_1,4229,2396,1,Shakespeare in Love (1998),Comedy|Drama|Romance
4229_2,4229,434,2,Cliffhanger (1993),Action|Adventure|Thriller
4229_3,4229,247,3,Heavenly Creatures (1994),Crime|Drama
4229_4,4229,8865,4,Sky Captain and the World of Tomorrow (2004),Action|Adventure|Sci-Fi
4229_5,4229,8010,5,"Power of One, The (1992)",Drama
4229_6,4229,8505,6,"Eel, The (Unagi) (1997)",Drama|Romance
4229_7,4229,6962,7,OT: Our Town (2002),Documentary
4229_8,4229,6989,8,Gorky Park (1983),Crime|Drama|Thriller
4229_9,4229,6750,9,Anything Else (2003),Comedy|Drama|Romance
4229_10,4229,6997,10,Hoffa (1992),Crime|Drama
179815_1,179815,1500,1,Grosse Pointe Blank (1997),Comedy|Crime|Romance
179815_2,179815,915,2,Sabrina (1954),Comedy|Romance
179815_3,179815,439,3,Dangerous Game (1993),Drama
179815_4,179815,5078,4,Falling in Love (1984),Drama|Romance
179815_5,179815,5079,5,Young at Heart (1954),Drama|Musical|Romance
179815_6,179815,355,6,"Flintstones, The (1994)",Children|Comedy|Fantasy
179815_7,179815,6932,7,Shattered Glass (2003),Crime|Drama
179815_8,179815,860,8,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy
179815_9,179815,6954,9,"Barbarian Invasions, The (Les invasions barbares) (2003)",Comedy|Crime|Drama|Mystery|Romance
179815_10,179815,2010,10,Metropolis (1927),Drama|Sci-Fi
27837_1,27837,2824,1,On the Ropes (1999),Documentary|Drama
27837_2,27837,301,2,Picture Bride (Bijo photo) (1994),Drama|Romance
27837_3,27837,2314,3,Beloved (1998),Drama
27837_4,27837,8708,4,Hometown Legend (2002),Drama
27837_5,27837,1940,5,Gentleman's Agreement (1947),Drama
27837_6,27837,1424,6,Inside (1996),Action
27837_7,27837,6075,7,"Simple-Minded Murder, The (Enfaldige mördaren, Den) (1982)",Drama
27837_8,27837,8886,8,SSSSSSS (1973),Horror|Sci-Fi
27837_9,27837,7286,9,Simple Men (1992),Comedy|Drama
27837_10,27837,3931,10,"Giant Gila Monster, The (1959)",Horror|Sci-Fi
2288_1,2288,100,1,City Hall (1996),Drama|Thriller
2288_2,2288,1880,2,Lawn Dogs (1997),Drama
2288_3,2288,5065,3,"Mothman Prophecies, The (2002)",Drama|Fantasy|Horror|Mystery|Thriller
2288_4,2288,5066,4,"Walk to Remember, A (2002)",Drama|Romance
2288_5,2288,889,5,1-900 (06) (1994),Drama|Romance
2288_6,2288,6917,6,Promised Land (1987),Drama
2288_7,2288,6647,7,"Business of Fancydancing, The (2002)",Drama
2288_8,2288,6967,8,Dead of Night (1945),Horror|Mystery
2288_9,2288,3096,9,My Man Godfrey (1957),Comedy
2288_10,2288,3156,10,Bicentennial Man (1999),Drama|Romance|Sci-Fi
76_1,76,61,1,Eye for an Eye (1996),Drama|Thriller
76_2,76,1867,2,Tarzan and the Lost City (1998),Action|Adventure
76_3,76,3063,3,Poison Ivy (1992),Drama|Thriller
76_4,76,899,4,Singin' in the Rain (1952),Comedy|Musical|Romance
76_5,76,6763,5,Duplex (2003),Comedy|Crime
76_6,76,5692,6,"Mechanic, The (1972)",Action|Thriller
76_7,76,5691,7,Jason Goes to Hell: The Final Friday (1993),Action|Horror
76_8,76,6515,8,You Only Live Once (1937),Crime|Film-Noir
76_9,76,5364,9,Unfaithful (2002),Drama|Thriller
76_10,76,5365,10,"Lady and the Duke, The (Anglaise et le duc, L') (2001)",Drama|Romance
1549_1,1549,443,1,"Endless Summer 2, The (1994)",Adventure|Documentary
1549_2,1549,2872,2,Excalibur (1981),Adventure|Fantasy
1549_3,1549,395,3,Desert Winds (1995),Drama|Fantasy|Romance
1549_4,1549,6915,4,Chicago Joe and the Showgirl (1990),Drama
1549_5,1549,6293,5,XX/XY (2002),Drama|Romance
1549_6,1549,4949,6,Invasion U.S.A. (1985),Action|Thriller
1549_7,1549,4950,7,Lone Wolf McQuade (1983),Action
1549_8,1549,676,8,They Bite (1996),Comedy|Horror|Sci-Fi
1549_9,1549,3600,9,Blue Hawaii (1961),Comedy|Musical
1549_10,1549,3635,10,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller
53_1,53,1029,1,Dumbo (1941),Animation|Children|Drama|Musical
53_2,53,3970,2,"Beyond, The (E tu vivrai nel terrore - L'aldilà) (1981)",Horror
53_3,53,4913,3,Circus of Horrors (1960),Horror
53_4,53,1578,4,"Innocent Sleep, The (1996)",Crime
53_5,53,6697,5,Civil Brand (2002),Drama
53_6,53,3697,6,Predator 2 (1990),Action|Sci-Fi|Thriller
53_7,53,8756,7,"North Avenue Irregulars, The (1979)",Action|Crime
53_8,53,204,8,Under Siege 2: Dark Territory (1995),Action
53_9,53,8823,9,"Sting II, The (1983)",Comedy|Crime
53_10,53,6891,10,Gypsy 83 (2001),Drama
1370_1,1370,2920,1,Children of Paradise (Les enfants du paradis) (1945),Drama|Romance
1370_2,1370,5957,2,Two Weeks Notice (2002),Comedy|Romance
1370_3,1370,2861,3,For Love of the Game (1999),Comedy|Drama
1370_4,1370,6465,4,Jubilee (1977),Drama
1370_5,1370,6554,5,Garage Days (2002),Comedy|Musical
1370_6,1370,791,6,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",Documentary
1370_7,1370,5123,7,"Touch of Class, A (1973)",Comedy
1370_8,1370,5122,8,Summer of '42 (1971),Drama
1370_9,1370,180,9,Mallrats (1995),Comedy|Romance
1370_10,1370,6943,10,Love Forbidden (Défense d'aimer) (2002),Drama
95780_1,95780,4337,1,"Sand Pebbles, The (1966)",Drama|Romance|War
95780_2,95780,4474,2,Beaches (1988),Comedy|Drama|Musical
95780_3,95780,3275,3,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller
95780_4,95780,4048,4,Imaginary Crimes (1994),Drama
95780_5,95780,2593,5,"Monster, The (Mostro, Il) (1994)",Comedy
95780_6,95780,128,6,Jupiter's Wife (1994),Documentary
95780_7,95780,938,7,Gigi (1958),Musical
95780_8,95780,2940,8,Gilda (1946),Drama|Film-Noir|Mystery|Romance
95780_9,95780,862,9,Manny & Lo (1996),Drama
95780_10,95780,7139,10,In America (2002),Drama|Romance
68552_1,68552,6768,1,Luther (2003),Drama
68552_2,68552,4675,2,Three Fugitives (1989),Action|Comedy
68552_3,68552,2724,3,Runaway Bride (1999),Comedy|Romance
68552_4,68552,1694,4,"Apostle, The (1997)",Drama
68552_5,68552,7124,5,Grass (1999),Documentary
68552_6,68552,2747,6,"Little Shop of Horrors, The (1960)",Comedy|Horror
68552_7,68552,3448,7,"Good Morning, Vietnam (1987)",Comedy|Drama|War
68552_8,68552,4881,8,"Man Who Wasn't There, The (2001)",Crime|Drama
68552_9,68552,8398,9,Star! (1968),Musical
68552_10,68552,251,10,"Hunted, The (1995)",Action
6452_1,6452,1427,1,Turbulence (1997),Action|Thriller
6452_2,6452,5017,2,"Big Heat, The (1953)",Drama|Film-Noir
6452_3,6452,5018,3,Motorama (1991),Adventure|Comedy|Crime|Drama|Fantasy|Mystery|Sci-Fi|Thriller
6452_4,6452,1225,4,Amadeus (1984),Drama
6452_5,6452,3284,5,They Might Be Giants (1971),Comedy|Mystery|Romance
6452_6,6452,6958,6,"Haunted Mansion, The (2003)",Children|Comedy|Fantasy|Horror
6452_7,6452,6862,7,Out of Time (2003),Crime|Drama|Thriller
6452_8,6452,6570,8,"Lucía, Lucía (Hija del caníbal, La) (2003)",Comedy|Drama
6452_9,6452,612,9,"Pallbearer, The (1996)",Comedy
6452_10,6452,1600,10,She's So Lovely (1997),Drama|Romance
3252_1,3252,4008,1,Born on the Fourth of July (1989),Drama|War
3252_2,3252,4014,2,Chocolat (2000),Drama|Romance
3252_3,3252,1005,3,D3: The Mighty Ducks (1996),Children|Comedy
3252_4,3252,4094,4,Critical Condition (1987),Comedy
3252_5,3252,4372,5,Crazy/Beautiful (2001),Drama|Romance
3252_6,3252,8761,6,"Three Lives of Thomasina, The (1964)",Children|Drama
3252_7,3252,8967,7,Seed of Chucky (Child's Play 5) (2004),Comedy|Horror
3252_8,3252,2469,8,Peggy Sue Got Married (1986),Comedy|Drama
3252_9,3252,5338,9,Full Moon in Blue Water (1988),Drama
3252_10,3252,5339,10,Husbands and Wives (1992),Comedy|Drama
26159_1,26159,6227,1,Loving You (1957),Drama|Musical
26159_2,26159,7075,2,"Court Jester, The (1956)",Adventure|Comedy|Musical
26159_3,26159,3916,3,Remember the Titans (2000),Drama
26159_4,26159,8797,4,Salesman (1969),Documentary
26159_5,26159,2596,5,SLC Punk! (1998),Comedy|Drama
26159_6,26159,8232,6,I Love You Again (1940),Comedy|Drama
26159_7,26159,4705,7,"Cage aux Folles, La (1978)",Comedy
26159_8,26159,5606,8,Society (1989),Horror|Mystery
26159_9,26159,5607,9,"Son of the Bride (Hijo de la novia, El) (2001)",Comedy|Drama
26159_10,26159,7321,10,Twisted (2004),Thriller
1992_1,1992,7124,1,Grass (1999),Documentary
1992_2,1992,3848,2,Silent Fall (1994),Drama|Thriller
1992_3,1992,3918,3,Hellbound: Hellraiser II (1988),Horror
1992_4,1992,6733,4,I'm Going Home (Je rentre à la maison) (2001),Comedy|Drama
1992_5,1992,7162,5,Cold Mountain (2003),Drama|Romance|War
1992_6,1992,398,6,Frank and Ollie (1995),Documentary
1992_7,1992,2438,7,Outside Ozona (1998),Comedy|Drama|Thriller
1992_8,1992,832,8,Ransom (1996),Crime|Thriller
1992_9,1992,5942,9,"Hot Chick, The (2002)",Comedy
1992_10,1992,189,10,Reckless (1995),Comedy|Fantasy
44773_1,44773,2079,1,Kidnapped (1960),Adventure|Children|Drama
44773_2,44773,2675,2,"Twice Upon a Yesterday (a.k.a. Man with Rain in His Shoes, The) (1998)",Comedy|Drama|Romance
44773_3,44773,2724,3,Runaway Bride (1999),Comedy|Romance
44773_4,44773,3873,4,Cat Ballou (1965),Comedy|Western
44773_5,44773,6329,5,Manic (2001),Drama
44773_6,44773,7821,6,Ice-Cold in Alex (1958),Adventure|Drama|War
44773_7,44773,1928,7,Cimarron (1931),Drama|Western
44773_8,44773,3937,8,Runaway (1984),Sci-Fi|Thriller
44773_9,44773,6043,9,In the Mirror of Maya Deren (Im Spiegel der Maya Deren) (2002),Documentary
44773_10,44773,4540,10,Satisfaction (a.k.a. Girls of Summer) (1988),Comedy|Drama|Romance
3693_1,3693,8825,1,Cheerleader Camp (1987),Comedy|Horror|Mystery
3693_2,3693,206,2,Unzipped (1995),Documentary
3693_3,3693,2550,3,"Haunting, The (1963)",Horror|Thriller
3693_4,3693,463,4,Guilty as Sin (1993),Crime|Drama|Thriller
3693_5,3693,4112,5,Julia and Julia (Giulia e Giulia) (1987),Drama|Mystery|Thriller
3693_6,3693,1415,6,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance
3693_7,3693,4804,7,Pocketful of Miracles (1961),Comedy|Drama
3693_8,3693,3326,8,What Planet Are You From? (2000),Comedy|Sci-Fi
3693_9,3693,7822,9,Mogambo (1953),Adventure|Drama|Romance
3693_10,3693,2984,10,On Any Sunday (1971),Documentary
3254_1,3254,162,1,Crumb (1994),Documentary
3254_2,3254,6521,2,"Main Event, The (1979)",Comedy
3254_3,3254,2500,3,Jawbreaker (1999),Comedy
3254_4,3254,3398,4,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical
3254_5,3254,4138,5,My Demon Lover (1987),Comedy|Horror
3254_6,3254,7943,6,"Killers, The (1946)",Crime|Film-Noir
3254_7,3254,4519,7,"Land Before Time, The (1988)",Adventure|Animation|Children|Fantasy
3254_8,3254,2624,8,After Life (Wandafuru raifu) (1998),Drama|Fantasy
3254_9,3254,4734,9,Jay and Silent Bob Strike Back (2001),Adventure|Comedy
3254_10,3254,2450,10,Howard the Duck (1986),Adventure|Comedy|Sci-Fi
6535_1,6535,1216,1,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance
6535_2,6535,7010,2,"Lover, The (Amant, L') (1992)",Drama|Romance
6535_3,6535,1783,3,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller
6535_4,6535,3082,4,"World Is Not Enough, The (1999)",Action|Adventure|Thriller
6535_5,6535,3269,5,Forever Young (1992),Drama|Romance|Sci-Fi
6535_6,6535,2993,6,Thunderball (1965),Action|Adventure|Thriller
6535_7,6535,7843,7,Lammbock (2001),Comedy
6535_8,6535,6254,8,"Awful Truth, The (1937)",Comedy|Romance
6535_9,6535,4393,9,Another Woman (1988),Drama
6535_10,6535,8861,10,Resident Evil: Apocalypse (2004),Action|Horror|Sci-Fi|Thriller
267_1,267,8769,1,"5th Musketeer, The (a.k.a. Fifth Musketeer, The) (1979)",Adventure
267_2,267,6332,2,"Lizzie McGuire Movie, The (2003)",Children|Comedy|Romance
267_3,267,724,3,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller
267_4,267,1109,4,Charm's Incidents (Charms Zwischenfälle) (1996),Drama
267_5,267,3041,5,Meatballs Part II (1984),Comedy
267_6,267,2591,6,Jeanne and the Perfect Guy (Jeanne et le garçon formidable) (1998),Comedy|Drama|Romance
267_7,267,3465,7,That's Life! (1986),Drama
267_8,267,4787,8,Little Man Tate (1991),Drama
267_9,267,598,9,Window to Paris (Okno v Parizh) (1994),Comedy|Fantasy
267_10,267,7572,10,Wit (2001),Drama
1779_1,1779,4720,1,"Others, The (2001)",Drama|Horror|Mystery|Thriller
1779_2,1779,1446,2,Kolya (Kolja) (1996),Comedy|Drama
1779_3,1779,6479,3,"Spirit of '76, The (1990)",Comedy|Sci-Fi
1779_4,1779,7299,4,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),Drama
1779_5,1779,5848,5,Rich and Famous (1981),Drama
1779_6,1779,5847,6,Ragtime (1981),Drama
1779_7,1779,2420,7,"Karate Kid, The (1984)",Drama
1779_8,1779,1651,8,Telling Lies in America (1997),Drama
1779_9,1779,6122,9,Richard Pryor Live on the Sunset Strip (1982),Comedy|Documentary
1779_10,1779,6972,10,"Watermelon Woman, The (1996)",Documentary|Drama
45_1,45,35,1,Carrington (1995),Drama|Romance
45_2,45,3894,2,Solas (1999),Drama
45_3,45,8875,3,"Come Back, Little Sheba (1952)",Drama
45_4,45,4740,4,Maybe Baby (2000),Comedy|Romance
45_5,45,862,5,Manny & Lo (1996),Drama
45_6,45,2940,6,Gilda (1946),Drama|Film-Noir|Mystery|Romance
45_7,45,6944,7,Father of the Bride (1991),Comedy
45_8,45,2362,8,Glen or Glenda (1953),Drama
45_9,45,7700,9,"Wages of Fear, The (Salaire de la peur, Le) (1953)",Action|Adventure|Drama|Thriller
45_10,45,4396,10,"Cannonball Run, The (1981)",Action|Comedy
8848_1,8848,1835,1,City of Angels (1998),Drama|Fantasy|Romance
8848_2,8848,1348,2,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
8848_3,8848,7184,3,This Property is Condemned (1966),Drama|Romance
8848_4,8848,8575,4,"Happenstance (Battement d'ailes du papillon, Le) (2001)",Comedy|Drama
8848_5,8848,3129,5,Sweet and Lowdown (1999),Comedy|Drama
8848_6,8848,2287,6,Them! (1954),Horror|Sci-Fi|Thriller
8848_7,8848,2280,7,Clay Pigeons (1998),Crime
8848_8,8848,8370,8,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",Action|Comedy|Crime|Drama
8848_9,8848,3114,9,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
8848_10,8848,4229,10,Say It Isn't So (2001),Comedy|Romance
125916_1,125916,231,1,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
125916_2,125916,516,2,Renaissance Man (1994),Comedy|Drama
125916_3,125916,5624,3,Just a Kiss (2002),Comedy|Romance
125916_4,125916,5625,4,Moonlight Mile (2002),Drama|Romance
125916_5,125916,4090,5,"Brave Little Toaster, The (1987)",Animation|Children
125916_6,125916,1043,6,To Gillian on Her 37th Birthday (1996),Drama|Romance
125916_7,125916,203,7,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
125916_8,125916,3315,8,Happy Go Lovely (1951),Musical
125916_9,125916,5361,9,White Fang (1991),Adventure
125916_10,125916,5360,10,"Survivors, The (1983)",Comedy
4602_1,4602,326,1,To Live (Huozhe) (1994),Drama
4602_2,4602,6592,2,"Secret Lives of Dentists, The (2002)",Drama
4602_3,4602,1764,3,Tainted (1998),Comedy|Thriller
4602_4,4602,4928,4,That Obscure Object of Desire (Cet obscur objet du désir) (1977),Drama
4602_5,4602,6612,5,Brother's Keeper (1992),Documentary
4602_6,4602,2935,6,"Lady Eve, The (1941)",Comedy|Romance
4602_7,4602,759,7,Maya Lin: A Strong Clear Vision (1994),Documentary
4602_8,4602,5712,8,Blow Out (1981),Mystery|Thriller
4602_9,4602,5711,9,Marianne & Juliane (Die Bleierne Zeit) (1981),Drama
4602_10,4602,4415,10,Cheech & Chong's Nice Dreams (1981),Comedy
2323_1,2323,98,1,Shopping (1994),Action|Thriller
2323_2,2323,4808,2,"Vanishing, The (1993)",Mystery|Thriller
2323_3,2323,4795,3,Father Goose (1964),Adventure|Comedy|Romance|War
2323_4,2323,2299,4,"Battle of the Sexes, The (1959)",Comedy
2323_5,2323,3600,5,Blue Hawaii (1961),Comedy|Musical
2323_6,2323,8758,6,Kotch (1971),Comedy|Drama
2323_7,2323,7396,7,Scenes From a Marriage (Scener ur ett äktenskap) (1973),Drama
2323_8,2323,1087,8,Madame Butterfly (1995),Musical
2323_9,2323,1906,9,Mr. Jealousy (1997),Comedy|Romance
2323_10,2323,6915,10,Chicago Joe and the Showgirl (1990),Drama
3549_1,3549,4287,1,Paris When It Sizzles (1964),Comedy|Romance
3549_2,3549,1685,2,"I Love You, I Love You Not (1996)",Drama|Romance
3549_3,3549,3121,3,"Hitch-Hiker, The (1953)",Drama|Film-Noir
3549_4,3549,3817,4,"Other Side of Sunday, The (Søndagsengler) (1996)",Comedy|Drama
3549_5,3549,106,5,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama
3549_6,3549,4362,6,"Boys Next Door, The (1986)",Crime|Drama
3549_7,3549,1124,7,On Golden Pond (1981),Drama
3549_8,3549,7569,8,You Only Live Twice (1967),Action|Adventure|Sci-Fi|Thriller
3549_9,3549,1959,9,Out of Africa (1985),Drama|Romance
3549_10,3549,4917,10,MacArthur (1977),Drama
5442_1,5442,609,1,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children
5442_2,5442,2239,2,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama
5442_3,5442,4804,3,Pocketful of Miracles (1961),Comedy|Drama
5442_4,5442,4541,4,"Serpent and the Rainbow, The (1988)",Horror
